시도명,시군구명,시티투어코스명,시티투어문의처,시티투어운영시간,시티투어운행방식,시티투어탑승장소명,시티투어코스정보,경유지주변관광정보,시티투어코스부가정보,운행정보,운행시작시각,운행종료시각,배차시간,이용요금,이용요금부가정보,홈페이지주소,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
강원도,정선군,아리랑열차 연계형 시티투어,1644-9053,"매일(월,화 제외, 단 5일장날 운영) 11:00~18:30",순환형,"강원랜드, 민둥산역, 정선역","강원랜드 > 민둥산역 >  정선역 > 정선읍 관광지(정선5일장, 아리힐스, 아라리촌, 덕우리체험마을)> 화암면 관광지(화암동굴, 화암약수, 소금강) > 정선역 > 민둥산역 > 강원랜드","삼탄아트마인, 민둥산, 정선양떼목장,정선아기동물농장","장날(2.7,12,17,22,27일), 관광가이드 탑승 해설","강원랜드 > 민둥산역 >  정선역 > 정선읍 관광지(5일장, 아리힐스, 아라리촌, 덕우리체험마을)> 화암면 관광지(화암동굴, 화암약수, 소금강) > 정선역 > 민둥산역 > 강원랜드",11:10,18:00,0,성인 1만원중고등 8천원초등 5천원 미취학 3천원 유아 무료,이름 ''''정선'''' 무료코레일 ''''내일로 티켓'''' 50 할인,www.정선시티투어.com,정선군 문화관광과,033-560-2369,2020-07-15,4290000,강원도 정선군
강원도,정선군,KTX 연계형 시티투어,1644-9053,"금,토,일, 5일장, 11:00~18:30",순환형,"진부역, 파크로쉬리조트, 파인포레스트","진부역 > 파크로쉬리조트, 파인포레스트 >  정선읍 관광지(병방치 스카이워크, 정선5일장)> 여량면 관광지(레일바이크, 아우라지, 정선아리랑전수관, 수리취떡 만들기체험) > 백석폭포 > 파크로쉬리조트, 파인포레스트 > 진부역","로미지안가든, 주례마을, 벅스랜드, 정선양떼목장","장날(2.7,12,17,22,27일), 관광가이드 탑승 해설","진부역 > 파크로쉬리조트, 파인포레스트 >  정선읍 관광지(병방치 스카이워크, 정선5일장)> 여량면 관광지(레일바이크, 아우라지, 정선아리랑전수관, 수리취떡 만들기체험) > 백석폭포 > 파크로쉬리조트, 파인포레스트 > 진부역",11:00,19:00,0,성인 1만원중고등 8천원초등 5천원 미취학 3천원 유아 무료,이름 ''''정선'''' 무료코레일 ''''내일로 티켓'''' 50 할인,www.정선시티투어.com,정선군 문화관광과,033-560-2369,2020-07-15,4290000,강원도 정선군
경상북도,청도군,새마을코스,코다투어 053-428-6677,연중무휴,고정형,청라언덕역 2번출구,청도역-레일바이크 또는 새마을운동발상지(선택)-청도시장(자유식)-직거래장터-청도읍성-와인터널-청도역,,,토요일+일요일,08:40,17:00,0,성인4천원+중고등학생3천원+초등학생2천원,,,경상북도 청도군청,054-370-6374,2020-06-30,5190000,경상북도 청도군
경상북도,청도군,운문코스,코다투어 053-428-6677,연중무휴,고정형,청라언덕역 2번출구,청도역-운문사-운문사먹거리타운(자유식)-신화랑풍류마을-직거래장터-내시고택 또는 신지생태공원-청도역,,,토요일+일요일,08:40,17:00,0,성인4천원+중고등학생3천원+초등학생2천원,,,경상북도 청도군청,054-370-6374,2020-06-30,5190000,경상북도 청도군
경기도,여주시,여주관광순환버스 가노선,신일관광 031-882-2345+세종투어 031-885-1111,연중매주화~일요일,순환형,여주역 승강장,여주역-세종대왕릉-여주5일장-신륵사-목아박물관-강천보-금은모래유원지-황학산수목원-명성황후생가-여주아울렛-여주역,세종대왕릉+여주5일장+신륵사+목아박물관+강천보+금은모래유원지+황학산수목원+명성황후생가+여주아울렛,"당일 왕복티켓 한 장으로 자유롭게 이용+세종대왕릉, 5일장, 신륵사에서 환승 가능+총90분 소요",월요일 휴무,09:30,16:00,60,"성인 5000원+장애인,군인,경로(65세이상),청소년,어린이 3000원+만3세이하유아 무료",중간탑승 1000원 할인,http://www.yeoju.go.kr/main/culture,여주시,031-887-3573,2020-07-15,5700000,경기도 여주시
경기도,여주시,여주관광순환버스 나노선,신일관광 031-882-2345+세종투어 031-885-1111,연중매주화~일요일,순환형,여주역 승강장,여주역-여주5일장-신륵사-세종대왕릉-이포보-막국수촌-신륵사-여주역,여주5일장+신륵사+세종대왕릉+이포보+막국수촌+신륵사,"당일 왕복티켓 한 장으로 자유롭게 이용+세종대왕릉, 5일장, 신륵사에서 환승 가능+총80분 소요",월요일 휴무,10:00,15:30,60,"성인 5000원+장애인,군인,경로(65세이상),청소년,어린이 3000원+만3세이하유아 무료",중간탑승 1000원 할인,http://www.yeoju.go.kr/main/culture,여주시,031-887-3573,2020-07-15,5700000,경기도 여주시
충청남도,부여군,연꽃향 이색투어,부여군충남관광안내소 041-830-2880,금요일,고정형,세종시 싱싱장터 도담점+부소산관광주차장,궁남지-국립부여박물관-부소산성(황포돛배)-정림사지 5층석탑,정관장 인삼박물관+홍산관아 및 객사,서동연꽃축제 및 백제문화제에 따라 코스변경 가능+궁남지 연꽃 개화시기에 맞춰 코스변경 가능,세종시 출발 5명이상인 경우 세종 싱싱장터 도담점에서 출발,09:00,17:00,0,노인7000원+청소년7000원+어린이5000원+아동1000원,출발 5일전 이내로 신청할 경우 3000원 비용추가,http://tour.buyeo.go.kr,충청남도 부여군청,041-830-2219,2020-06-30,4570000,충청남도 부여군
충청남도,부여군,백제향 생생투어,부여군충남관광안내소 041-830-2880,토요일,고정형,세종시 싱싱장터 도담점+부소산관광주차장,부소산성(황포돛배)-정림사지-국악단공연-궁남지-능산리와 나성,정관장 인삼박물관+홍산관아 및 객사,서동연꽃축제 및 백제문화제에 따라 코스변경 가능+궁남지 연꽃 개화시기에 맞춰 코스변경 가능,세종시 출발 5명이상인 경우 세종 싱싱장터 도담점에서 출발,09:00,17:00,0,노인7000원+청소년7000원+어린이5000원+아동1000원,출발 5일전 이내로 신청할 경우 3000원 비용추가,http://tour.buyeo.go.kr,충청남도 부여군청,041-830-2219,2020-06-30,4570000,충청남도 부여군
충청남도,부여군,문화향 싱싱투어,부여군충남관광안내소 041-830-2880,일요일,고정형,세종시 싱싱장터 도담점+부소산관광주차장,백제문화단지-무량사-반교리 돌담마을(휴휴당)-궁남지-관광주차장,정관장 인삼박물관+홍산관아 및 객사,서동연꽃축제 및 백제문화제에 따라 코스변경 가능+궁남지 연꽃 개화시기에 맞춰 코스변경 가능,세종시 출발 5명이상인 경우 세종 싱싱장터 도담점에서 출발,09:00,17:00,0,노인7000원+청소년7000원+어린이5000원+아동1000원,출발 5일전 이내로 신청할 경우 3000원 비용추가,http://tour.buyeo.go.kr,충청남도 부여군청,041-830-2219,2020-06-30,4570000,충청남도 부여군
서울특별시,송파구,하이라이트코스,서울투어버스여행㈜ 1544-4239,10:00-18:50,고정형,"동대문디자인플라자(출발,종착역)",동대문디자인플라자(출발)-서울숲공원-한강 뚝섬유원지-롯데월드타워-장미광장(케이팝공연장)-한성백제박물관-올림픽공원-건국대학교-성수역(수제화거리)-한양대학교-동대문디지털플라자(종착),롯데월드어드벤처+소마미술관,,화~일요일,10:00,18:50,70,성인15000+소인10000,5세까지(무료),http://www.seoultrolley.co.kr,서울특별시,02-2133-2775,2020-02-20,3230000,서울특별시 송파구
서울특별시,송파구,어라운드 강남투어 코스,서울타이거버스 777-6090,10:20-18:50,고정형,"강남역(출발,종착역)",강남역(출발)-리츠칼튼호텔-삼정호텔-라마다호텔-봉은사-코엑스-롯데월드-롯데월드타워-올림픽공원-잠실종합운동장-삼성역-K-POP 엔터테인먼트사-한류스타거리-압구정로데오- 현대백화점-가로수길- 세빛섬-신세계백화점-서래마을-교대역-삼성딜라이트-강남역(종착),롯데월드어드벤처+한성백제박물관,,화~일요일,10:20,18:50,60,성인12000+소인10000,5세까지(무료),www.seoulcitybus.com,서울특별시,02-2133-2775,2020-02-20,3230000,서울특별시 송파구
경기도,안산시,안산시티투어(안산출발),1899-7687,"연중무휴(수, 토요일)",순환형,중앙역,출발(중앙역) → 시화호조력발전소 → 중식 → 대부해솔길 트래킹 → 탄도항과 누에섬 → 도착,유리섬박물관 + 동춘서커스 + 종현어촌체험마을 + 베르아델승마클럽,중앙역 2번출구,"수, 토요일 정기운행",09:30,16:30,0,"성인 6,000원+(청소년, 경로자, 군인, 복지대상자 4,000원)","입장료, 체험비, 식사비 별도",http://www.ansancitytour.com/,경기도 안산시,031-481-2355,2020-03-20,3930000,경기도 안산시
경기도,경기 남부권,EG투어버스 E코스,02-365-1500,매주 수/목/금/토/일요일,고정형,인사동/홍대입구,인사동-홍대입구역-수원화성-수원남문시장-한국민속촌(점심)-홍대입구역-인사동,코스정보참고,,1인 이상,09:00,18:00,0,"55,000",점심 포함,www.eg-shuttle.com,경기관광공사,031-259-4700,2020-05-18,B551328,경기관광공사
경기도,경기 남부권,EG투어버스 F코스,02-365-1500,매주 수/금/일요일,고정형,인사동/홍대입구,인사동-홍대입구역-안성팜랜드-점심식사-이천 도예마을(머그컵DIY 체험)-남한산성-홍대입구역-인사동,코스정보참고,,1인 이상,08:00,19:00,0,"80,000",점심 포함,www.eg-shuttle.com,경기관광공사,031-259-4700,2020-05-18,B551328,경기관광공사
경기도,경기 남부권,EG투어버스 G코스,02-365-1500,매주 화/목/토요일,고정형,인사동/홍대입구,인사동-홍대입구역-김포 아트빌리지-대명항 수산시장(점심)-김포 함상공원&평화누리길-일산 얼라이브스타-홍대입구역-인사동,코스정보참고,,1인 이상,09:00,17:30,0,"70,000",점심 포함,www.eg-shuttle.com,경기관광공사,031-259-4700,2020-05-18,B551328,경기관광공사
경기도,경기 동북권,EG투어버스 H코스,02-2038-0840,매주 화/목/토요일,고정형,홍대입구역/명동역/동대문역사문화공원역,홍대입구역-명동역-동대문역사문화공원역-포천 아트벨리-농장체험-평강랜드-동대문역사문화공원역-명동역-홍대입구역,코스정보참고,,1인 이상,07:10,17:10,0,"50,000",점심 불포함,www.ktourstory.com,경기관광공사,031-259-4700,2020-05-18,B551328,경기관광공사
